,food_name,review,url,location,reviewer_score,average_score
2191,Mai - Bún Riêu Cua & Canh Bún - 287/31 Nguyễn Đình Chiểu,"/NOODLES DAY/ Phương án tốt nhất cho việc ăn uống những ngày mới siết răng là đồ mềm và thật mềm, vậy nên cả trưa và chiều nay mình đều chọn noodles. Trưa từ ...",https://www.foody.vn/ho-chi-minh/mai-bun-rieu-cua-canh-bun-287-31-nguyen-dinh-chieu/binh-luan-11001306,Quận 3,8.8,8.8
2192,Suối Đá Cafe,Nice place to talk with friends or working 👍🏻👍🏻👍🏻 @t4_eattheworld       ,https://www.foody.vn/ho-chi-minh/suoi-da-cafe/binh-luan-6787108,Quận 3,5.2,
2193,King BBQ - Vua Nướng Hàn Quốc - Cao Thắng,"Mình đi 2 người, gọi 2 vé buffet 279k, tổng hoá đơn cả vé nước và thuế là 700k đổi lại là một đống thịt nhạt nhẽo và khô kh thể nuốt nổi, trong menu mình thấy cũng khá nhiều món và trông cũng rất bắt ...",https://www.foody.vn/ho-chi-minh/king-bbq-buffet-cao-thang/binh-luan-15474619,Quận 3,7.0,8.0
2194,Phá Lấu Chị Nhan,"Ngonnnn, phá lấu không bỏ màu, nấu cùng sữa tươi và cốt dừa nên béo ngậy rất thơm ăn kèm bánh mì đỉnh lunnn, bánh mì ở đây to và giòn nữa :3 Phá lấu cũng nhiều nhưng mà hơi vụn, được cái là không bị đắng ...",https://www.foody.vn/ho-chi-minh/pha-lau-chi-nhan/binh-luan-3543375,Quận 3,4.2,
2195,Đậu Má Mix - Đậu Nành & Rau Má - Trần Quốc Thảo,"Mình lựa 7799 quán mới dám order ấy chứ, lúc trước từng uống kiểu rau má mix rồi nhưng ở brand khác mà chẳng ưng bụng xíu nào. Nay cũng muốn thử lại và lựa trong n quán thì quyết định đặt Đậu Má Mix 😂 ...",https://www.foody.vn/ho-chi-minh/dau-ma-mix-dau-nanh-rau-ma/binh-luan-6996012,Quận 3,7.6,7.0
2196,To Coffee - Chung Cư Trần Quốc Thảo,"Cafe ngon lại còn thưởng thức nhạc sống nữa, tuyệt vời cho 1 buổi trưa giữa tuần",https://www.foody.vn/ho-chi-minh/to-coffee-chung-cu-tran-quoc-thao/binh-luan-15471589,Quận 3,7.0,7.0
2197,Lotteria - Nguyễn Đình Chiểu CoopMart,"Mình đặt 2 set burger jumbo mang về, cả 2 phần đều có mùi cháy rõ ràng, mở bánh ra thì phần gà chiên vừa bị cháy vừa mặn chát. Mua 2 phần mà cho đúng 1 bịch tương ớt. Nghỉ lotteria từ đây.",https://www.foody.vn/ho-chi-minh/lotteria-nguyen-dinh-chieu-coopmart/binh-luan-5048700,Quận 3,10.0,10.0
2198,Cooku Nest's Coffee,"Quán khá ổn, decor được, nước uống giá khá cao nhưng ko ngon lắm, nhân viên khá lạnh lùng chứ ko có tâm lắm.",https://www.foody.vn/ho-chi-minh/cooku-nest-s-coffee/binh-luan-11607711,Quận 3,7.2,7.2
2199,Ginza Coffee,"Ginza mở của từ 5h chiều đến 5h sáng Một nơi thú vị thư giãn về đêm Quán có trà, cafe, bia và mở nhạc rất hay Giá hợp lý ngay trung tâm và có nhiều trò chơi Có bida, bilac chơi miễn phí",https://www.foody.vn/ho-chi-minh/ginza-coffee/binh-luan-10781983,Quận 3,9.2,9.3
2200,C.On Global Food Factory - Quán Ăn Gia Đình,"Nhóm mình đi ăn ở gần khu này nên kéo qua đây tăng 2 luôn. Do mọi người đã ăn no nê nên chỉ gọi sinh tố và nước ép. Phục vụ: mình và 3 chị nữa đã phải ngồi chờ đến hết buổi, 2 tiếng đồng hồ cho ly sinh ...",https://www.foody.vn/ho-chi-minh/c-on-global-food-factory-quan-an-gia-dinh/binh-luan-4057503,Quận 3,7.0,
2201,Xôi Chiên - Trần Văn Đang,Xôi ngon lắm luôn.                                                             ,https://www.foody.vn/ho-chi-minh/xoi-chien-tran-van-dang/binh-luan-12394902,Quận 3,8.0,8.2
2202,Yummy - Gà Nướng Muối Ớt - Cách Mạng Tháng 8,"Làm ơn bán dở vậy đừng bán nữa,đăng hình lên 1 kiểu mà oder về 1 kiểu. Chân giò lóc xương chiên giòn mà mở ra cái mùi ớn tới óc luôn rồi sao ăn nữa.miếng xương để nguyên k biết răng nào cạp cho nổi luôn,đang ...",https://www.foody.vn/ho-chi-minh/yummy-ga-nuong-muoi-ot-cach-mang-thang-8/binh-luan-15458644,Quận 3,8.2,8.0
2203,"Quán Nhậu 121 - Tim, Mề Gà Cháy Tỏi","- Không gian quán: dễ kiếm - Chất lượng phục vụ Nhân viên nhiệt tình, tư vấn rất nhiều món ngon ở quán - Chất lượng món ăn: quán đa dạng các món ăn mà giá cả cũng vừa phải, không quá đắt, rất phù hợp ...",https://www.foody.vn/ho-chi-minh/quan-nhau-121/binh-luan-6953214,Quận 3,8.0,
2204,Gờ Cafe - Nguyễn Thượng Hiền,"Mình đặt qua Grab để thưởng thức món 🍹Anh shipper giao hàng cũng nhanh lẹ nà 😃 🍹Các món nước giá cũng bình dân, lần này mình gọi trà • Nhận xét là: Hơi ngọt, cả 2 ly luôn, để nước đá riêng lịch sự - ...",https://www.foody.vn/ho-chi-minh/go-cafe-nguyen-thuong-hien/binh-luan-3616069,Quận 3,7.0,8.2
2205,CÔ DỤC - PHÁ LẤU - CÁCH MẠNG THÁNG TÁM,Phá lấu ăn ngon!! Giá cả hợp lí nước chấm chuẩn người hoa đậm mùi vị!! Sẽ ủng hộ tiệm tiếp thời gian gần nhất,https://www.foody.vn/ho-chi-minh/co-duc-pha-lau-cach-mang-thang-tam.gttobt/binh-luan-13877517,Quận 3,9.6,6.5
2206,Three O'clock - Coffee & Tea - Nguyễn Thị Minh Khai,"Quán rộng, thoáng mát, đồ uống cũng ok.                                       ",https://www.foody.vn/ho-chi-minh/three-o-clock-coffee-tea-nguyen-thi-minh-khai/binh-luan-15452704,Quận 3,7.4,8.4
2207,Sinh Tố Mix - Nguyễn Thượng Hiền,"Mỗi ngày đều phải ghé quán mua một chai nước ép hoặc sinh tố để uống , như thành thói quen luôn rồi . Quán phối nước ép rất dễ uống, sinh tố cũng rất chất lượng, sánh mịn không bị nhiều đá.",https://www.foody.vn/ho-chi-minh/sinh-to-mix-nguyen-thuong-hien/binh-luan-7856397,Quận 3,7.8,7.4
2209,Chị Lan - Bắp Xào & Hột Vịt Lộn - Lê Văn Sỹ,"Cút lộn xào me do anh chủ chưa chuẩn bị kịp nên chỉ còn cút lộn xào bơ tỏi, ăn ngon hơn luôn. Hơi dầu mỡ tí. Cút lộn xao 18k/10 quả Bắp xào cũng ok, 20k/1 hộp, có 2 loại bắp nếp với Mỹ, mình ăn bắp Mỹ. ...",https://www.foody.vn/ho-chi-minh/chi-lan-bap-xao-hot-vit-lon-le-van-sy/binh-luan-15428256,Quận 3,8.4,8.1
2210,Ẩm Thực Hà Nội,"Món tương đối ngon, nhân viên nhiệt tình. Mình đi tối nên hơi vắng.           ",https://www.foody.vn/ho-chi-minh/am-thuc-ha-noi/binh-luan-1955511,Quận 3,6.0,7.9
2211,Bánh Mì Heo Quay - Nguyễn Thông,"Ở đây mới có món mới nhà cả nhà! Chà bông Gà ớt ngon tuyệt, có thể mua riêng chà bông ko về ăn kèm các món mình thích nhé (xôi, bánh mì, cơm , làm gỏi...). Giá là 350k/1 kg, 35k / 1 lạng.  Ăn ngon hơn ...",https://www.foody.vn/ho-chi-minh/banh-mi-heo-quay-nguyen-thong/binh-luan-417712,Quận 3,9.2,9.0
2212,Hồng Ký - Mì Vịt Tiềm,Nhiều ngon và sạch sẽ chất lượng nha                                           ,https://www.foody.vn/ho-chi-minh/hong-ky-mi-vit-tiem/binh-luan-12337181,Quận 3,7.0,
2213,Bánh Canh Hẹ Phú Yên - Hoàng Sa,"Bữa mình ghé ăn thử có chụp hình mà mất đt k có hình ahuhu. Lặn lội đi xa chạy đường bờ sông để mua ăn thử nè. 1 hộp 15k, có 2 miếng chả với 1 trứng cút và mê man hẹ :)). Nước lèo quẹo quẹo á, bánh canh ...",https://www.foody.vn/ho-chi-minh/banh-canh-he-phu-yen-hoang-sa/binh-luan-2146670,Quận 3,4.8,6.1
2214,Bánh Tráng Cô Tuyền - Hoàng Sa,Ở đây nên mua bánh tráng bơ nha mấy ché. Siêu ngon. Còn lại món khác bt       ,https://www.foody.vn/ho-chi-minh/banh-trang-co-tuyen/binh-luan-14167480,Quận 3,8.8,8.6
2215,Quán Ốc 195,"Hôm nào mà đi trễ cái y như rằng không đủ món mình thích . Ốc ở đây tươi con nào con nấy bự chà bá luôn nha 🤣 còn có tôm nướng , chân gà nướng siêu ngon . Lâu lâu đổi gió chạy ra đây ăn ốc uống bia là ...",https://www.foody.vn/ho-chi-minh/quan-oc-195/binh-luan-3834806,Quận 3,8.8,6.9
2216,Cơm Tấm 932P,"Ăn từ hồi xưa xửa xừa xưa khi quán còn chủ yếu ngồi ngoài vỉa hè, còn lụp xụp; giờ xây mới, mở rộng nhưng chất lượng vẫn như ngày nào ah. 1 phần cơm sườn không 30k, thêm bì là 38k, đầy đặn, sườn ướp ngon, ...",https://www.foody.vn/ho-chi-minh/com-tam-932p/binh-luan-9392599,Quận 3,8.2,8.2
2217,A Mạnh - Trà Đào Dằm - Lê Văn Sỹ,"Mình có order 2 ly nước đều có thạch phô mai, đến khi nhận hàng thì cả 2 ly bị thiếu thạch và mình có gọi hỏi anh shipper, ảnh nói đã có bảo 2 ly thạch.",https://www.foody.vn/ho-chi-minh/a-manh-tra-dao-dam-le-van-sy/binh-luan-7847006,Quận 3,1.0,
2218,Ba Tuấn - Cơm Cháy Chà Bông,Nước mắm sệt chắc là pha với mật ong. Nói chung ngon.                         ,https://www.foody.vn/ho-chi-minh/ba-tuan-com-chay-cha-bong/binh-luan-3768022,Quận 3,10.0,8.1
2219,Naked Sushi & Sashimi,"Đây là lần thứ 3 mình ghé Naked nhưng đối với mình hôm nay đã có sự trải nghiệm không mấy hài lòng. * Phục vụ: điểm 10 chú bảo vệ tuy đã có tuổi nhưng thái độ chuyên nghiệp, tận tình và rất dễ thương. ...",https://www.foody.vn/ho-chi-minh/naked-sushi-bento/binh-luan-12192092,Quận 3,8.0,6.8
2220,Gái Em - Xôi Nếp Than,"Xôi ngon ,sạch sẽ,chị chủ nhiệt tình dễ thương                                 ",https://www.foody.vn/ho-chi-minh/gai-em-xoi-nep-than/binh-luan-5808224,Quận 3,8.6,8.3
2221,Nhà Po - Bánh Tráng Tép Mỡ Rim & Trà Sữa,"Bạn mình thích ăn đây nên hay ship tới. Nói chung ăn okay, trứng ngon, bánh tránh đơn giản chứ ko phải nhiều topping bò, mực khô các kiểu nè. Tep mỡ rim thì hơi ngọt với mình, hơi dầu xíu nữa. Anyway, ...",https://www.foody.vn/ho-chi-minh/nha-po-banh-trang-tep-mo-rim-tra-sua/binh-luan-15430326,Quận 3,3.6,
2222,Mì Chú Tắc - Bà Huyện Thanh Quan,Chất lượng nhưng hơi đắc so với cái tô mì eo như người mẫu.                   ,https://www.foody.vn/ho-chi-minh/mi-chu-tac-ba-huyen-thanh-quan/binh-luan-2179119,Quận 3,7.6,6.3
2223,4An Café & Vietnamese Vegetarian - Cao Thắng,"Mình đến đây dùng món chay với cô bạn thân , trước đó vô tình phát hiện ra nhờ search trên Foody , thấy nhà hàng có không gian lẫn món ăn kèm những vật dụng trình bày đồ ăn đều bằng gỗ quá là bắt mắt ...",https://www.foody.vn/ho-chi-minh/4-an-vegetarian/binh-luan-3956719,Quận 3,10.0,8.1
2224,Nước Sâm Bà BÌNH - Nguyễn Thiện Thuật,"Đi ngang lúc nào cũng thấy đông , ghé uống thử 24vị ngon được quán giới thiệu là không bỏ đường , thì ngon thiệt thanh dễ uống , nước sâm thì thơm chứ không bị chua như chỗ khác. Nhìn tủ lạnh , chỗ bán ...",https://www.foody.vn/ho-chi-minh/nuoc-sam-ba-binh-nguyen-thien-thuat/binh-luan-3496121,Quận 3,1.0,
2225,Cô Hường - Gỏi Khô Bò - Lê Văn Sỹ,Hộp gỏi khô bò 25k mà quá trời khô bò ăn đã luôn. Đi kèm có bánh phồng tôm và đậu phộng để bịch riêng. Đu đủ bào hơi mỏng nên cho ít nước chấm thôi không là nó sẽ mau mềm lắm. Cô bán ở hẻm 491 lvs q3 ...,https://www.foody.vn/ho-chi-minh/co-huong-goi-kho-bo-le-van-sy/binh-luan-12955155,Quận 3,9.2,7.3
2226,Cơm Gà Xối Mỡ - Hoàng Sa,Gà chiên quá hôi dầu k biết dầu đã sử dụng bao lâu rồi nhưng thực sự rất hôi k thể ăn đc,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-tu-xuong-goc/binh-luan-4346240,Quận 3,3.8,7.6
2227,The Huế House - Nhà Hàng Huế,"View đẹp , đồ ăn ok . Hơi bỡ ngỡ là trên tầng 10 lại có khu vườn xanh mướt ❤️ ",https://www.foody.vn/ho-chi-minh/the-hue-house-nha-hang-hue/binh-luan-10984137,Quận 3,6.8,6.7
2228,Phở Việt Nam - Homemade - Trần Quốc Toản,"Bánh phở tươi, nhiều thit, ăn một tô thố đá là căng rún, sẽ quay lại tiếp     ",https://www.foody.vn/ho-chi-minh/pho-viet-nam-tran-quoc-toan/binh-luan-15424727,Quận 3,5.8,
2229,La Sangria,"Từ cách trình bày đến mùi vị rất Âu. Khẩu phần cũng khá nhiều, không có 01 vài miếng nhưng một số nhà hàng Âu giống vậy. Nhưng ngon tuyệt vời, rất đáng tiền",https://www.foody.vn/ho-chi-minh/la-sangria/binh-luan-2355160,Quận 3,9.4,7.2
2230,Ngân - Xôi Thập Cẩm,"Hộp xôi quá mắc so với chất luọng, giao hàng ko có muỗng.                     ",https://www.foody.vn/ho-chi-minh/ngan-xoi-thap-cam-sup-cua-thai-lan-nguyen-canh-chan/binh-luan-3252061,Quận 3,1.0,
2231,Quán Bà Tám - Ăn Vặt,"Mình ăn lâu òi. Quán phục vụ bt, gia đình bán với nhau thui. Ngoài sinh tố trái cây còn có há cảo chiên trứng ăn ngon cực. Chịu khó chút tại cô chú lớn tuổi nên gọi nhỏ ko nghe nha.",https://www.foody.vn/ho-chi-minh/quan-ba-tam-an-vat/binh-luan-2697387,Quận 3,6.6,6.4
2232,Shri - Rooftop Restaurant & Lounge,Pass voucher - 0939413166 Mình cần passvoucher loai 50% Ai cần liên hệ mình Dũng: 0939413166 (có Viber/Zalo),https://www.foody.vn/ho-chi-minh/shri-restaurant-lounge/binh-luan-15420350,Quận 3,9.2,9.2
2233,Thanh Hương - Cháo Lòng Hà Nội - Trần Văn Đang,"Đã km 15k còn lại 155k cả ship Lòng đỏ hoẻn, ăn mấy miếng mới thấy đỏ Phần lòng 98k dc vài miếng Cháo lòng má heo 45k dc 5 miếng má heo Mắc, dở",https://www.foody.vn/ho-chi-minh/thanh-huong-chao-long-ha-noi-tran-van-dang/binh-luan-15417751,Quận 3,10.0,
2234,Bánh Bèo Huế 132 - Nguyễn Thượng Hiền,Bánh bèo ở đây rất ngon. Ăn là ghiền. Ngon từ lúc bà mẹ bán cho đến khi truyền lại cho vợ chồng người con gái vẫn không thay đổi vị ngon của dĩa bánh bèo. Đặc biệt nước mắm phải vét đến giọt cuối cùng ...,https://www.foody.vn/ho-chi-minh/banh-beo-hue-132-nguyen-thuong-hien/binh-luan-4867259,Quận 3,10.0,8.7
2235,Caztus Iceblended - Lê Văn Sỹ,"Lần trước đã đặt 1 ly kuro matcha dặn ít ngọt uống khá ok, mặc dù vẫn còn ngọt nhiều. Lần này cũng đặt y vậy mà quán ko điều chỉnh lại độ ngọt, uống ngọt ngất, ko chịu được, mất luôn vị matcha bth hay ...",https://www.foody.vn/ho-chi-minh/caztus-iceblended-le-van-sy/binh-luan-12420572,Quận 3,1.0,
2236,Phở Miến Gà Kỳ Đồng,Quán cho hỏi hiện giờ quán có bán ko ạh?                                       ,https://www.foody.vn/ho-chi-minh/pho-mien-ga-ky-dong/binh-luan-14132015,Quận 3,2.6,8.6
2237,Quán Cháo Cá Lóc Miền Tây,"Lần đâu ăn cháo cá lạ đời thế này. Cháo và cá ăn riêng, cháo thì vị như cháo trắng, cá và nước cá (nước luộc cá) thì để 1 dĩa riêng biệt, chấm kèm với tương hột. Mình không hiểu sao cháo miền Tây mà ...",https://www.foody.vn/ho-chi-minh/quan-chao-ca-loc-mien-tay/binh-luan-1014855,Quận 3,7.8,7.2
2238,Lobster Bay - Nhà Hàng Hải Sản - Kỳ Đồng,"Tiệc công ty hôm qua ngon sĩu .Tôm hùm tươi sốt chấm bánh mì ngon , cua chắc thịt . Hàu sốt bơ tỏi ngon , thơm béo .Chúc quán đông khách nhé. Sẽ ủng hộ",https://www.foody.vn/ho-chi-minh/lobster-bay-nha-hang-hai-san-ky-dong/binh-luan-15413408,Quận 3,7.4,6.5
2239,Cơm Tấm Ghiền - Sườn Cây Nướng Mật Ong - Nguyễn Thượng Hiền,THIẾU MÓN THƯỜNG XUYÊN                                                         ,https://www.foody.vn/ho-chi-minh/ghien-quan-com-tam-suon-cay/binh-luan-15412156,Quận 3,5.8,7.2
2240,Takoyaki - Nguyễn Thiện Thuật,Nay mình đặt 1 phần bánh xèo topping có bạch tuộc. Nhưng hình như bạch tuộc còn sống.,https://www.foody.vn/ho-chi-minh/takoyaki-nguyen-thien-thuat/binh-luan-15412072,Quận 3,9.0,9.0
2241,RuNam Boutique - Terra Royal,"Hẹn hò mấy cô bạn thân ra đây uống trà chiều, ended up gọi 3 ly không phải trà lol. Tụi mình gọi matcha trứng (ngon, không bị ngọt gắt hay quá đắng), red velvet latte (cũng rất vừa miệng) và nước ép gì ...",https://www.foody.vn/ho-chi-minh/runam-boutique-terra-royal/binh-luan-3963351,Quận 3,8.0,6.9
2242,Cơm Sườn 1000 - Shop Online - Trần Văn Đang,"May lần chay ngang mình thấy may anh ship chờ lấy hàng đông quá khong biết ngon hay dỡ ,hom nai mua an thử ,mình thấy sườn miền ướp vừa ăn ,cơm xốp ăn rất ok,mà gia lại rẻ nữa ,mình cho quan 5*******",https://www.foody.vn/ho-chi-minh/com-suon-1000/binh-luan-10230574,Quận 3,7.4,6.2
2243,Bánh Tằm & Khoai Mì - Kỳ Đồng,"Mình thích ăn bánh tằm khoai mì ở đây, vì rất ngon, nhìn lại sạch, giá lại rẻ. Mình thèm ghé mua 3 bịch, đưa tờ 500k, cô nói thôi con để bữa nào đi ngang nhớ thì gởi cô, nhưng sau 6h30 là cô về rồi. ...",https://www.foody.vn/ho-chi-minh/banh-tam-khoai-mi-ky-dong/binh-luan-6442775,Quận 3,9.4,9.4
2244,Bánh Tằm & Khoai Mì - 14/5 Kỳ Đồng,Quán không còn bán nữa. Dóng cửa lun rùi sao vẫn nhận đơn. Tội mấy anh tài xế ,https://www.foody.vn/ho-chi-minh/banh-tam-khoai-mi-14-5-ky-dong/binh-luan-13216841,Quận 3,10.0,8.5
2245,Trái Cây Fruit Office - Lê Văn Sỹ,"Lần đầu trong cuộc đời mình ly sinh tố bơ mà nó dở như vậy. Ly sinh tố chắc chưa được 1/4 quả bơ, nhạt nhẽo như nước, cảm thấy toàn là sữa và nước. Thật phí tiền.",https://www.foody.vn/ho-chi-minh/trai-cay-fruit-office-le-van-sy/binh-luan-4361100,Quận 3,3.6,
2246,Gióng - Cà Phê - Lý Chính Thắng,"Quán có decor độc đáo và khác biệt so với các quán khác. Bên trong có cả phòng họp cho nhóm. Xịn xò nên giá nước khá là cao. Mình được bạn nhân viên recomemmend trà Gióng Lệ Chi thực chất là trà vải, ...",https://www.foody.vn/ho-chi-minh/giong-ca-phe-ly-chinh-thang/binh-luan-10806238,Quận 3,9.6,7.2
2247,BOA Book Cafe,"Đây là thiên đường cho sách ngoại văn nhé, có hầu hết tất cả các đầu sách bestseller, trong mọi lĩnh vực, văn học, kinh tế, lịch sử, giao tiếp... mấy sách hot được dịch qua tiếng việt đều tìm được sách ...",https://www.foody.vn/ho-chi-minh/boa-book-cafe-tran-cao-van/binh-luan-1210577,Quận 3,7.4,6.4
2248,Cây Cột Điện Coffee Book,"Quán nhỏ, buổi sáng bị chiếu nắng, giá hơi cao so với quán cóc không máy lạnh ",https://www.foody.vn/ho-chi-minh/cay-cot-dien-coffee-book-hoang-sa/binh-luan-2510681,Quận 3,7.0,7.0
2249,Bê Thui Bốn Mùa,"Thực đơn phong phú. Nước lẩu ngon. Gân giòn nhưng xương to quá hơi ít gân. Quán rộng. Chủ yếu là đến nhậu, khói thuốc hơi nhiều, hơi đông. Quán bình dân.",https://www.foody.vn/ho-chi-minh/be-thui-bon-mua/binh-luan-2096098,Quận 3,9.8,7.8
2250,Quán Mưa Rừng - Lẩu Cá Kèo,"Lâu lắm rồi mình cùng mấy chị bạn mới ghé ăn Lẩu cá kèo ở quán này. Xưa một thời nổi tiếng Sài gòn, Việt kiều ai về cũng đòi đến đây ăn Cá kèo. Được cái không gian và khuôn viên xung quanh quán rất rộng ...",https://www.foody.vn/ho-chi-minh/lau-ca-keo-mua-rung/binh-luan-8868374,Quận 3,6.8,7.8
2251,Cô Ba - Bắp Xào Trứng Muối - Cao Thắng,"BẮP XÀO TRỨNG MUỐI tôm khô to Xe bắp chỗ này bán chắc cũng hơn chục năm rồi, đi học ngang qua thấy hoài nhưng từ lúc lên Foody thì mới nổi quá chừng. Xe lề đường mà người mua lúc nào cũng tấp nập nên ...",https://www.foody.vn/ho-chi-minh/co-ba-bap-xao-trung-muoi/binh-luan-6304986,Quận 3,6.4,6.4
2252,Trà Sữa T.O.P,"Mình đã trót dại dột khi mua 6 viên gà và một ly trà đào;-; ly trà bự thật bự, trà đào mát mà thanh, đào rất ngọt và giòn tan thật sự rất vui miệng)) 6 viên gà nóng hổi mềm dai, bên trong có lớp sốt hình ...",https://www.foody.vn/ho-chi-minh/tra-sua-t-o-p/binh-luan-1732391,Quận 3,2.4,
2253,Rakuen - Lẩu & Mì Cay,"Mình cũng từng đi ăn nhiều nhà hàng buffet nhưng thấy khá ưng ý về nước lẩu và đồ ăn ở Rakuen, các bạn nv cũng dễ thương và hay hỏi han khách. lên món nhanh, giá cả hợp lý vừa túi tiền mình và gia đình ...",https://www.foody.vn/ho-chi-minh/rakuen-hotpot/binh-luan-15402173,Quận 3,1.0,6.5
2254,Kafka Cafe Saigon,"Mạng yếu, nước lọc phải đến quầy xin thêm, chắc ko muốn cho. Máy lạnh nóng Tầng trệt của quán chay Prem Nhìn tên ko biết có liên quan gì đến chuỗi Kafe đóng cửa ko",https://www.foody.vn/ho-chi-minh/kafka-cafe-saigon/binh-luan-5280031,Quận 3,3.8,7.7
2255,Sumo BBQ - Cao Thắng - Buffet Nướng & Lẩu,"Hôm nay mình đi 2 người, dùng combo gọi món. Theo mình thì combo này đáng để trãi nghiệm vì thịt ngon giá cũng ổn, còn đang được tặng 2 lon coca nữa. Các bạn phục vụ vẫn rất nhiệt tình như những lần ăn ...",https://www.foody.vn/ho-chi-minh/sumo-bbq-cao-thang-buffet-nuong-lau/binh-luan-15400871,Quận 3,7.6,7.5
2256,Căn Tin 250 - Cafe & Hào Sữa,"Lâu rồi mới quay lại vẫn bình dân như trước. Hàu tươi, rẻ. Có chia ra hàu loại nhỏ và lớn, nhỏ thì rẻ hơn 2-3k. Mỡ hành nay làm không ngon lắm. Phục vụ hơi chán.",https://www.foody.vn/ho-chi-minh/can-tin-250-cafe-hao-sua/binh-luan-15400869,Quận 3,7.8,6.6
2257,Coffee About Life,"Tình cờ đi ăn pizza cái thấy quán này, quán này dạng không gian mở, trên lầu là pizza 4p’s ở dưới là quán này, xung quanh thì có trồng cây nên ngồi cũng thoáng mà hơi bụi nhẹ. Ở đây mình để ý thấy menu ...",https://www.foody.vn/ho-chi-minh/coffee-about-life/binh-luan-5760658,Quận 3,8.4,7.6
2258,Social Club Lounge & Restaurant - Hotel Des Arts Saigon,"Không gian sang trọng, sạch đẹp Nhân viên siêu siêu chuyên nghiệp, rất là đáng 5% phí dịch vụ luôn. Phục vụ rất tận tâm, rất tôn trọng khách và lịch sự nha,cảm giác đúng là ""khách hàng là thượng đế"" luôn ...",https://www.foody.vn/ho-chi-minh/social-club-lounge-restaurant-hotel-des-arts-saigon/binh-luan-10594820,Quận 3,9.8,7.9
2259,Nhà Hàng Cổ Ngư - Võ Thị Sáu,"Chủ Nhật rồi nhà mình có đặt tiệc ở đây, dù đã có plan và thông báo sẵn nhưng nhà hàng vẫn lên món rất chậm, thậm chí sau khi MC đã phát biểu xong cdcr phải xuống bếp hối thúc mà bếp vẫn mang ra siêu ...",https://www.foody.vn/ho-chi-minh/co-ngu-vo-thi-sau/binh-luan-1898694,Quận 3,7.0,7.0
2260,"Phượng - Mì Xào, Hủ Tiếu Xào & Bột Chiên",Ngon mà rẻ nhaaa có điều không gian hơi dơ. Chú bán hàng mặt nhăn nhó quá haiz ,https://www.foody.vn/ho-chi-minh/phuong-mi-xao-hu-tieu-xao-bot-chien/binh-luan-2406168,Quận 3,4.0,
2261,Bánh Canh Chả Cá - Đặc Sản Phan Rang - 183 Trương Định,"Sáng ra đặt tô bánh canh chả cá giò 32k, nhận lại được phần bánh canh gấp 3 phát là hết, 1 miếng chả cá to bằng ngón cái và 1 miếng giò xương nhiều hơn giò. Tóm lại là không bao giờ quay lại.",https://www.foody.vn/ho-chi-minh/banh-canh-cha-ca-dac-san-phan-rang-183-truong-dinh/binh-luan-3534758,Quận 3,4.0,7.5
2262,Bánh Bèo Thanh Nga - Rạch Bùng Binh,"Đặt 2 phần bánh lọc, 2 chả, 2 nem. Bánh lọc này không gói trong lá mà bóc sẵn luôn nên lúc về tay nguội ngắt rồi, để trong hộp nhựa lỏng lẻo ăn đổ nước mắm tùm lum, 2 hộp thì hộp 7 miếng hộp 9 miếng chả ...",https://www.foody.vn/ho-chi-minh/banh-beo-thanh-nga-rach-bung-binh/binh-luan-12784715,Quận 3,9.0,8.7
2263,K Bop - Korean FastFood - Trương Định,Nhân viên đóng gói cẩu thả! Nắp chưa vào khớp! Đồ ăn văng tung toé!           ,https://www.foody.vn/ho-chi-minh/k-bop-korean-fastfood-truong-dinh/binh-luan-15400171,Quận 3,1.6,7.0
2264,Lộc Ký - Trần Quang Diệu,"* VỊ TRÍ : đường lớn, vắng về đêm, gần Lê Văn Sỹ * KHÔNG GIAN : có vài bàn trong nhà , thường khách chọn ngồi ngoài cho mát * THỨC ĂN : chế biến vừa miệng , ok , đồ ăn nhiều và đảm bảo no , khẩu vị ...",https://www.foody.vn/ho-chi-minh/loc-ky-tran-quang-dieu/binh-luan-1047644,Quận 3,2.4,
2265,Trà Sữa Xiên Que Hạo Mập,Mình uống trà vải nhiều nơi lắm luôn nhưng ở đây mình thấy đúng là the best of both worlds luôn. Trà thơm mùi vải vì có pha thêm nước vải hộp nên thơm cực kỳ k như những chỗ khác có chỗ chỉ pha trà chanh ...,https://www.foody.vn/ho-chi-minh/tra-sua-xien-que-hao-map/binh-luan-5909297,Quận 3,10.0,8.2
2266,Bánh Flan - Chợ Nguyễn Văn Trỗi,"Nghe chị em đồn trong chợ này nhiều đồ ăn ngon lắm, bữa nay mới có dịp ghé vô dạo vài vòng. Thiệt là 1 thiên đường mấy má ơi, gì mà tùm lum món hết. Đi ngang thấy tiệm bánh flan đông đen nên cũng tấp ...",https://www.foody.vn/ho-chi-minh/banh-flan-cho-nguyen-van-troi/binh-luan-3325298,Quận 3,3.0,
2267,Bánh Mì Bé Mập 315,"Ngon xuất sắc ăn đây rồi không muốn ăn ơ đâu nữa, ngon rẻ nhanh. Anh chị chủ chịu chơi dễ thương. Ăn 5 ngày liên tục vẫn thèm. Đồ chua xuất sắc, pate bơ khỏi chê phết rất đều ăn tới miếng cuối của bánh ...",https://www.foody.vn/ho-chi-minh/banh-mi-be-map-315/binh-luan-8341703,Quận 3,10.0,10.0
